title,company,salary_updated,environment,location_updated
Principal Statistical Programming – Global Pharma,Warman O'Brien,120000 - 160000 ,In-Person,"San Antonio, TX"
Data Scientist [NYC],CarbonChain,,Hybrid,"New York, NY"
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC"
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA"
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA"
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA"
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA"
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY"
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA"
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX"
Data Scientist,Cartwheel,200000 ,Remote,Remote
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI"
Data Scientist,BPGbio,,In-Person,"Framingham, MA"
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY"
Senior Algorithms & Machine Learning Scientist,WALGREENS,,In-Person,"Chicago, IL"
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY"
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA"
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY"
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA"
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX"
AI/ML Data Engineer,Guidehouse,77500 - 155000 ,In-Person,"San Francisco, CA"
Data Scientist,Cartwheel,200000 ,Remote,Remote
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI"
Data Scientist,BPGbio,,In-Person,"Framingham, MA"
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY"
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY"
Data Scientist,Celink,80000 - 105000 ,Remote,Remote
Data Scientist [NYC],CarbonChain,,Hybrid,"New York, NY"
Machine Learning Engineer,CoVar,,In-Person,"Durham, NC"
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO"
Data Scientist,Johns Hopkins University,198110,In-Person,"Baltimore, MD"
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC"
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA"
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA"
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA"
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA"
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY"
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA"
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX"
Data Scientist,Cartwheel,200000 ,Remote,Remote
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI"
Data Scientist,BPGbio,,In-Person,"Framingham, MA"
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY"
Data Scientist,Celink,80000 - 105000 ,Remote,Remote
"Staff Machine Learning Software Engineer, New Initiatives - Remote",Dropbox,,Remote,"Boston, MA"
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY"
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX"
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL"
Data Scientist,LT Technology Services,,In-Person,Arizona
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD"
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY"
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH"
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN"
"Senior Principal Scientist, Machine Learning, Molecule Prediction and Design",Bristol Myers Squibb,,In-Person,"San Diego, CA"
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA"
Sr. Data Scientist,Pri Global Inc,166400 - 187200,Remote,Remote
Data Scientist,Johns Hopkins University,198110,In-Person,"Baltimore, MD"
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO"
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV"
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX"
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL"
Data Scientist,LT Technology Services,,In-Person,Arizona
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD"
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY"
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote
Principal Machine Learning Engineer,Fidelity Investments,,In-Person,"Westlake, TX"
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH"
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,
Data Scientist,Celink,80000 - 105000 ,Remote,Remote
Data Scientist [NYC],CarbonChain,,Hybrid,"New York, NY"
Data Scientist,Johns Hopkins University,198110,In-Person,"Baltimore, MD"
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO"
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV"
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX"
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL"
Data Scientist,LT Technology Services,,In-Person,Arizona
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD"
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote
Principal Statistical Programmer,Penfield Search Partners,Full-time,Hybrid,"Florham Park, NJ"
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY"
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO"
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV"
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX"
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL"
Data Scientist,LT Technology Services,,In-Person,Arizona
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD"
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY"
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH"
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN"
Information Systems - Sr Data Analyst,Hajoca Corporation,90000 - 100000 ,In-Person,"Lafayette Hill, PA"
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY"
Data Scientist,Celink,80000 - 105000 ,Remote,Remote
Data Scientist [NYC],CarbonChain,,Hybrid,"New York, NY"
Data Scientist,Johns Hopkins University,198110,In-Person,"Baltimore, MD"
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO"
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV"
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX"
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL"
Data Scientist,LT Technology Services,,In-Person,Arizona
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD"
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote
Principal Machine Learning Engineer,Fidelity Investments,,In-Person,"Westlake, TX"
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY"
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO"
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV"
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX"
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL"
Data Scientist,LT Technology Services,,In-Person,Arizona
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD"
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY"
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH"
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN"
Senior Algorithms & Machine Learning Scientist,WALGREENS,,In-Person,"Chicago, IL"
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO"
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV"
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX"
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL"
Data Scientist,LT Technology Services,,In-Person,Arizona
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD"
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY"
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH"
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN"
Cleared Data Scientist - C1,Guidehouse,,Hybrid,"Washington, DC"
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX"
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL"
Data Scientist,LT Technology Services,,In-Person,Arizona
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD"
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY"
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH"
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN"
Senior Vice President / Senior Data Architect/Manager - Rutherford NJ - Hybrid,Citi,170880 - 256320 ,In-Person,"Rutherford, NJ"
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA"
Sr. Data Scientist,Pri Global Inc,166400 - 187200,Remote,Remote
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV"
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX"
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL"
Data Scientist,LT Technology Services,,In-Person,Arizona
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD"
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY"
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH"
Sr. Data Scientist,Pri Global Inc,166400 - 187200,Remote,Remote
Pricing Actuary Predictive Modeler - REMOTE,DW Simpson,178000 ,Remote,"New York, NY"
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN"
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA"
Data Scientist,Cartwheel,200000 ,Remote,Remote
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote
Sr. Data Scientist,Pri Global Inc,166400 - 187200,Remote,Remote
Data Scientist,DigitCompass,90000 - 150000 ,In-Person,"Washington, DC"
Strategic Customers - Data Scientist,Oracle,,In-Person,United States
Data Scientist,BPGbio,,In-Person,"Framingham, MA"
Data Scientist,Fulcrum Analytics,100000 - 130000 ,Remote,Remote
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN"
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote
Data Scientist,Carbon Direct,135000 - 165000 ,Remote,"San Francisco, CA"
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY"
Data Scientist,Pinterest,,Remote,Remote
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO"
Postdoctoral Scientist - Tatonetti Lab - Data-Driven Precision Pharmacology,CEDARS-SINAI,64500 - 93600 ,In-Person,"West Hollywood, CA"
Data Scientist | Remote-US,"IXIS, LLC",Full-time,Remote,"Burlington, VT"
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA"
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY"
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA"
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA"
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC"
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA"
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC"
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist,Wiliot,Full-time,Remote,Remote
Data Scientist,Zen Strategics LLC,Full-time,Remote,Remote
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX"
Principal Statistical Programming – Global Pharma,Warman O'Brien,120000 - 160000 ,In-Person,"Miami, FL"
Data Scientist,"Wurl, LLC",,Remote,Remote
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist | Remote-US,"IXIS, LLC",Full-time,Remote,"Burlington, VT"
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA"
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY"
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA"
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA"
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC"
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA"
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC"
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Principal Statistical Programmer,Penfield Search Partners,Full-time,Hybrid,"Florham Park, NJ"
Data Scientist,Zen Strategics LLC,Full-time,Remote,Remote
Data Scientist,Wiliot,Full-time,Remote,Remote
Sr Data Scientist,"Marriott International, Inc",117666 - 217498 ,In-Person,"Bethesda, MD 
"
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote
Data Scientist,BOEING,113900 - 154100 ,In-Person,"Mesa, AZ"
Data Scientist,US Joint Services and Activities Supported by the...,112015 - 145617 ,In-Person,"Arlington, VA"
MATHEMATICIAN,Empire Technological Group Ltd,,In-Person,United States
"Senior Data Scientist, Machine Learning (NLP)",Discord,Full-time,Hybrid,"San Francisco, CA"
"Data Scientist, Media Lab",Google,Full-time,In-Person,"New York, NY 
"
Data Scientist 1,USmax Corporation,,Remote,Remote
Senior Data Scientist,Extend,120000 - 140000 ,Remote,Remote
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA"
Data Scientist,Amivero,Full-time,Remote,Remote
Data Scientist II,TrueML,124000 - 149000 ,Remote,Remote
Data Scientist III,Uber Freight,171067 ,In-Person,"San Francisco, CA"
Sr. Lead - Machine Learning Engineer,Capital One,Full-time,Hybrid,"New York, NY"
Data Scientist - Payment Accuracy,CVS Health,70000 - 140000 ,Hybrid,New York State
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN"
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote
Data Scientist,Carbon Direct,135000 - 165000 ,Remote,"San Francisco, CA"
"Director, Data Science",RUE GILT GROUPE,200000 - 250000 ,Hybrid,"New York, NY"
Data Scientist,Pinterest,,Remote,Remote
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO"
OR Data Scientist 3,Asurion,Full-time,In-Person,"Nashville, TN"
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist | Remote-US,"IXIS, LLC",Full-time,Remote,"Burlington, VT"
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA"
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY"
"Director, Product Management - Machine Learning Experience",Capital One,Full-time,Hybrid,"Chicago, IL"
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA"
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA"
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO"
OR Data Scientist 3,Asurion,Full-time,In-Person,"Nashville, TN"
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist | Remote-US,"IXIS, LLC",Full-time,Remote,"Burlington, VT"
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA"
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY"
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA"
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA"
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC"
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA"
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC"
"Sr Data Analyst, AMERICAS",Smart AdServer,95000 - 115000 ,Temporarily Remote,"Manhattan, NY"
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA"
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY"
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA"
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA"
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC"
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA"
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC"
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist,Wiliot,Full-time,Remote,Remote
Data Scientist,Zen Strategics LLC,Full-time,Remote,Remote
Data Scientist,"Wurl, LLC",,Remote,Remote
"Senior Systems/Data Analyst (PL/SQL, Financial Services, SWIFT, Corporate Actions)",Fidelity Investments,,In-Person,"Boston, MA"
Data Scientist,Denver Health,69900 - 104900 ,In-Person,"Denver, CO"
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX"
Data Scientist,Pinterest,,Remote,Remote
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO"
OR Data Scientist 3,Asurion,Full-time,In-Person,"Nashville, TN"
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist | Remote-US,"IXIS, LLC",Full-time,Remote,"Burlington, VT"
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA"
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY"
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA"
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA"
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC"
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA"
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC"
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote
Senior Statistical Programmer,Talentech Consulting LLC,59705 - 120730 ,Remote,Remote
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY"
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA"
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA"
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC"
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA"
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC"
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist,Wiliot,Full-time,Remote,Remote
Data Scientist,Zen Strategics LLC,Full-time,Remote,Remote
Data Scientist,"Wurl, LLC",,Remote,Remote
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX"
Data Scientist,Denver Health,69900 - 104900 ,In-Person,"Denver, CO"
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote
Lead Data Scientist,Disney Media & Entertainment Distribution,149240 - 200200 ,In-Person,"Santa Monica, CA"
Data Scientist,Clayco,Full-time,In-Person,"Overland, MO"
OR Data Scientist 3,Asurion,Full-time,In-Person,"Nashville, TN"
Data Scientist,Ivy Tech Solutions inc,"Contract
+1",Remote,Remote
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist | Remote-US,"IXIS, LLC",Full-time,Remote,"Burlington, VT"
Sr Data Scientist,Public Storage,140000 - 180000 ,In-Person,"Glendale, CA"
Data Scientist,Neuberger Berman,150000 - 200000 ,In-Person,"New York, NY"
Data Scientist,LinQuest Corporation,Full-time,In-Person,"Herndon, VA"
Sr. Data Scientist,Twinn Intelligence Group,170000,In-Person,"Chantilly, VA"
Data Scientist,Buchanan And Edwards Inc,157000 ,In-Person,"Washington, DC"
Senior Data Scientist,Billtrust US Careers,148000 - 185000 ,Remote,"Arlington, VA"
Data Scientist,Credible,124000 - 165000 ,Remote,"Durham, NC"
Director Statistical Programming,Penfield Search Partners,Full-time,In-Person,"Cambridge, MA"
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist,Sunixa Solutions,124800 - 135200,Remote,Remote
