title,company,salary_updated,environment,location_updated,salary_min,salary_max
Data Scientist,Pinterest,,Remote,Remote,0,0
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA",0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
"Director, Product Management - Machine Learning Experience",Capital One,Full-time,Hybrid,"Richmond, VA",0,0
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC",166400,187200
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote,135200,145600
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
Data Scientist,Pinterest,,Remote,Remote,0,0
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA",0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC",166400,187200
"Senior Software Engineer, AI / Core Optimization",Topaz Labs,Full-time,In-Person,"Dallas, TX",0,0
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA",0,0
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA",90000,120000
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY",180000,200000
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote,135200,145600
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
Data Scientist,Pinterest,,Remote,Remote,0,0
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA",0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC",166400,187200
Postdoctoral Scientist - Tatonetti Lab - Data-Driven Precision Pharmacology,CEDARS-SINAI,64500 - 93600 ,In-Person,"West Hollywood, CA",64500,93600
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA",90000,120000
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY",180000,200000
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote,135200,145600
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
Data Scientist,Pinterest,,Remote,Remote,0,0
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA",0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Analyst / Data Analytics Engineer,MNK INFOTECH INC,"Full-time
+1",Hybrid,"Dallas-Fort Worth, TX",0,0
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC",166400,187200
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA",0,0
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX",145600,156000
Data Scientist,Cartwheel,200000 ,Remote,Remote,200000,200000
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
"Director, Product Management - Machine Learning Experience",Capital One,Full-time,Hybrid,"Cambridge, MA",0,0
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC",166400,187200
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA",0,0
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Lead AI/ML Engineer,Raymond James Financial,Full-time,In-Person,"Saint Petersburg, FL",0,0
Data Scientist,Cartwheel,200000 ,Remote,Remote,200000,200000
Postdoctoral Scientist - Tatonetti Lab - Data-Driven Precision Pharmacology,CEDARS-SINAI,64500 - 93600 ,In-Person,"West Hollywood, CA",64500,93600
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX",145600,156000
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC",166400,187200
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA",0,0
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX",145600,156000
Data Scientist,Cartwheel,200000 ,Remote,Remote,200000,200000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Machine Learning Engineer,CACI,Full-time,In-Person,"Fayetteville, NC",0,0
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY",0,0
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY",180000,205000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC",166400,187200
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA",0,0
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX",145600,156000
Data Scientist,Cartwheel,200000 ,Remote,Remote,200000,200000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
"Senior Systems/Data Analyst (PL/SQL, Financial Services, SWIFT, Corporate Actions)",Fidelity Investments,,In-Person,"Boston, MA",0,0
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA",0,0
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX",145600,156000
Data Scientist,Cartwheel,200000 ,Remote,Remote,200000,200000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY",180000,205000
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY",0,0
Data Scientist [NYC],CarbonChain,,Hybrid,"New York, NY",0,0
Sr. Data Architect,Alaka`ina Foundation Family of Companies,,In-Person,"Albuquerque, NM",0,0
Data Scientist,Celink,80000 - 105000 ,Remote,Remote,80000,105000
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC",166400,187200
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA",0,0
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX",145600,156000
Data Scientist,Cartwheel,200000 ,Remote,Remote,200000,200000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY",180000,205000
Senior Statistical Programmer,Talentech Consulting LLC,59705 - 120730 ,Remote,Remote,59705,120730
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA",0,0
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX",145600,156000
Data Scientist,Cartwheel,200000 ,Remote,Remote,200000,200000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY",180000,205000
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY",0,0
Data Scientist,Celink,80000 - 105000 ,Remote,Remote,80000,105000
Data Scientist,Johns Hopkins University,198110,In-Person,"Baltimore, MD",198110,198110
Principal Statistical Programming – Global Pharma,Warman O'Brien,120000 - 160000 ,In-Person,"San Antonio, TX",120000,160000
Data Scientist [NYC],CarbonChain,,Hybrid,"New York, NY",0,0
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC",166400,187200
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA",0,0
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX",145600,156000
Data Scientist,Cartwheel,200000 ,Remote,Remote,200000,200000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY",0,0
Senior Algorithms & Machine Learning Scientist,WALGREENS,,In-Person,"Chicago, IL",0,0
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY",180000,205000
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX",145600,156000
AI/ML Data Engineer,Guidehouse,77500 - 155000 ,In-Person,"San Francisco, CA",77500,155000
Data Scientist,Cartwheel,200000 ,Remote,Remote,200000,200000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY",180000,205000
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY",0,0
Data Scientist,Celink,80000 - 105000 ,Remote,Remote,80000,105000
Data Scientist [NYC],CarbonChain,,Hybrid,"New York, NY",0,0
Machine Learning Engineer,CoVar,,In-Person,"Durham, NC",0,0
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO",0,0
Data Scientist,Johns Hopkins University,198110,In-Person,"Baltimore, MD",198110,198110
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC",166400,187200
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA",0,0
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA",0,0
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA",0,0
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA",0,0
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY",130000,145000
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA",80000,90000
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX",145600,156000
Data Scientist,Cartwheel,200000 ,Remote,Remote,200000,200000
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI",0,0
Data Scientist,BPGbio,,In-Person,"Framingham, MA",0,0
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY",180000,205000
Data Scientist,Celink,80000 - 105000 ,Remote,Remote,80000,105000
"Staff Machine Learning Software Engineer, New Initiatives - Remote",Dropbox,,Remote,"Boston, MA",0,0
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY",0,0
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX",0,0
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote,150000,205000
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL",0,0
Data Scientist,LT Technology Services,,In-Person,Arizona,0,0
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD",77745,183500
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote,60876,106280
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY",130000,164000
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote,156000,166400
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,,0,0
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN",130000,160000
"Senior Principal Scientist, Machine Learning, Molecule Prediction and Design",Bristol Myers Squibb,,In-Person,"San Diego, CA",0,0
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA",97000,198000
Sr. Data Scientist,Pri Global Inc,166400 - 187200,Remote,Remote,166400,187200
Data Scientist,Johns Hopkins University,198110,In-Person,"Baltimore, MD",198110,198110
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO",0,0
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV",0,0
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX",0,0
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote,150000,205000
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL",0,0
Data Scientist,LT Technology Services,,In-Person,Arizona,0,0
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD",77745,183500
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote,60876,106280
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY",130000,164000
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote,156000,166400
Principal Machine Learning Engineer,Fidelity Investments,,In-Person,"Westlake, TX",0,0
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,,0,0
Data Scientist,Celink,80000 - 105000 ,Remote,Remote,80000,105000
Data Scientist [NYC],CarbonChain,,Hybrid,"New York, NY",0,0
Data Scientist,Johns Hopkins University,198110,In-Person,"Baltimore, MD",198110,198110
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO",0,0
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV",0,0
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX",0,0
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote,150000,205000
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL",0,0
Data Scientist,LT Technology Services,,In-Person,Arizona,0,0
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD",77745,183500
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote,60876,106280
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote,156000,166400
Principal Statistical Programmer,Penfield Search Partners,Full-time,Hybrid,"Florham Park, NJ",0,0
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY",130000,164000
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO",0,0
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV",0,0
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX",0,0
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote,150000,205000
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL",0,0
Data Scientist,LT Technology Services,,In-Person,Arizona,0,0
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD",77745,183500
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote,60876,106280
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY",130000,164000
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote,156000,166400
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,,0,0
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN",130000,160000
Information Systems - Sr Data Analyst,Hajoca Corporation,90000 - 100000 ,In-Person,"Lafayette Hill, PA",90000,100000
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY",0,0
Data Scientist,Celink,80000 - 105000 ,Remote,Remote,80000,105000
Data Scientist [NYC],CarbonChain,,Hybrid,"New York, NY",0,0
Data Scientist,Johns Hopkins University,198110,In-Person,"Baltimore, MD",198110,198110
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO",0,0
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV",0,0
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX",0,0
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote,150000,205000
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL",0,0
Data Scientist,LT Technology Services,,In-Person,Arizona,0,0
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD",77745,183500
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote,140000,180000
Principal Machine Learning Engineer,Fidelity Investments,,In-Person,"Westlake, TX",0,0
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY",130000,164000
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote,60876,106280
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO",0,0
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV",0,0
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX",0,0
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote,150000,205000
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL",0,0
Data Scientist,LT Technology Services,,In-Person,Arizona,0,0
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD",77745,183500
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote,60876,106280
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY",130000,164000
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote,156000,166400
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,,0,0
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN",130000,160000
Senior Algorithms & Machine Learning Scientist,WALGREENS,,In-Person,"Chicago, IL",0,0
"NLP Data Scientist, Magnifi",TIFIN,,In-Person,"Boulder, CO",0,0
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV",0,0
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX",0,0
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote,150000,205000
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL",0,0
Data Scientist,LT Technology Services,,In-Person,Arizona,0,0
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD",77745,183500
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote,60876,106280
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY",130000,164000
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote,156000,166400
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,,0,0
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN",130000,160000
Cleared Data Scientist - C1,Guidehouse,,Hybrid,"Washington, DC",0,0
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX",0,0
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote,150000,205000
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL",0,0
Data Scientist,LT Technology Services,,In-Person,Arizona,0,0
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD",77745,183500
Data Scientist,PUTNAM RECRUITING GROUP,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,AppsIntegration.Inc,60876 - 106280 ,Remote,Remote,60876,106280
Senior Data Scientist,Etsy,130000 - 164000 ,Remote,"Brooklyn, NY",130000,164000
Data Scientist,PROLIM Corporation,156000 - 166400,Remote,Remote,156000,166400
Data Scientist,Renewable Energy Systems Limited,Full-time,Hybrid,,0,0
Data Scientist,Procter & Gamble,"Contract
+1",In-Person,"Cincinnati, OH",0,0
AI Engineer/Data Scientist,TLC Millimeterwave Products Inc,130000 - 160000 ,In-Person,"Minneapolis, MN",130000,160000
Senior Vice President / Senior Data Architect/Manager - Rutherford NJ - Hybrid,Citi,170880 - 256320 ,In-Person,"Rutherford, NJ",170880,256320
Data Scientist,Keystone Strategy,97000 - 198000 ,In-Person,"Boston, MA",97000,198000
Sr. Data Scientist,Pri Global Inc,166400 - 187200,Remote,Remote,166400,187200
Quantitative Researcher,Aresfi,,In-Person,"Incline Village, NV",0,0
Junior Data Scientist,ANALYTOS,,In-Person,"Austin, TX",0,0
Senior Data Scientist,Pie Insurance,150000 - 205000 ,Remote,Remote,150000,205000
Senior Data Scientist,"Rocket Travel, Inc.",Full-time,Remote,"Chicago, IL",0,0
Data Scientist,LT Technology Services,,In-Person,Arizona,0,0
Data Scientist,National Security Agency,77745 - 183500 ,In-Person,"Fort Meade, MD",77745,183500
